log_id,timestamp,satellite_id,satellite_name,orbit_type,satellite_type,ground_station,operator_id,error_code,error_description,subsystem,severity,link_type,protocol,frequency_mhz,snr_db,bit_error_rate,elevation_angle_deg,event_duration_ms,retry_count,weather_condition,requires_action,resolved,resolution_action,resolution_time_min
WTE-LOG-00084,2023-05-25 09:59:31,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,N.Romanov,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,Ku-Band,TM/TC,14092.391,35.61,7e-06,17.0,11641796,10.0,Cloudy,True,True,Manual command override applied,965
WTE-LOG-00085,2024-12-01 18:40:42,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-DUBAI-01,R.Drake,ERR-RX-004,Doppler correction error,Receptor,LOW,X-Band,AOS,8069.031,29.11,0.0038,82.9,67447205,9.0,Fog,False,True,Escalated to L2 engineering team,548
WTE-LOG-00086,2022-05-08 04:20:46,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-TELAVIV-01,B.Banner,ERR-PWR-002,Battery cell imbalance,Energía,MEDIUM,Optical,TM/TC,193544.714,12.17,5.7e-06,83.0,70532359,3.0,Clear,True,False,Pending investigation,0
WTE-LOG-00087,2023-12-06 09:10:53,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-TORONTO-01,D.Pennyworth,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,Optical,CCSDS,193669.107,11.39,6e-09,31.2,17709319,0.0,Clear,True,True,Rebooted subsystem — nominal restored,893
WTE-LOG-00088,2023-08-10 10:05:02,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,B.Grayson,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,Ku-Band,CCSDS,14330.896,17.45,7.1e-09,50.8,50418340,11.0,Stormy,True,True,Propulsion inhibit commanded,1610
WTE-LOG-00089,2023-03-05 04:58:00,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-TELAVIV-01,D.Pennyworth,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,Ka-Band,DVB-S2,26830.099,26.91,1.3e-09,57.3,25297467,0.0,Cloudy,True,True,Initiated safe mode protocol,2433
WTE-LOG-00090,2023-05-11 09:35:29,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-TELAVIV-01,N.Romanov,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,VHF,TM/TC,167.099,14.31,7.9e-05,25.1,77507407,4.0,Cloudy,True,True,Monitoring — no immediate action required,250
WTE-LOG-00091,2023-09-27 05:00:19,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-TORONTO-01,B.Grayson,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,VHF,AOS,168.275,16.82,5.2e-05,30.6,20027698,4.0,Clear,True,False,Pending investigation,0
WTE-LOG-00092,2022-03-22 01:25:29,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-02,O.Queen,ERR-TLM-004,Packet sequence counter mismatch,Telemetría,MEDIUM,VHF,DVB-S2,158.911,21.64,7e-06,79.3,36032354,6.0,Cloudy,True,True,Reaction wheel speed adjusted,1242
WTE-LOG-00093,2023-08-15 08:05:54,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TELAVIV-01,O.Queen,ERR-OBC-002,Memory single event upset (SEU),OBC,HIGH,Ka-Band,TCP/IP-over-CCSDS,26941.406,12.46,4.2e-07,44.6,62579127,15.0,Fog,True,False,Pending investigation,0
WTE-LOG-00094,2023-08-14 01:27:11,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-SILICON-01,L.McGinnis,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,Ka-Band,DVB-S2,26775.321,16.81,0.0032,85.2,76475903,10.0,Snow,True,False,Pending investigation,0
WTE-LOG-00095,2024-11-04 00:52:52,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-GOTHAM-01,O.Queen,ERR-PROP-001,Thruster valve stuck open,Propulsión,CRITICAL,S-Band,CCSDS,2031.457,0.0,0.0066,17.8,6511541,6.0,Clear,True,True,False positive — closed after 24h monitoring,2613
WTE-LOG-00096,2023-10-31 20:55:57,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-TORONTO-01,N.Romanov,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,VHF,SpacePacket,155.927,11.84,9.2e-09,25.5,24060838,8.0,Fog,True,True,Manual command override applied,324
WTE-LOG-00097,2023-08-09 21:54:02,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-01,B.Wayne,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,Ku-Band,AOS,14249.929,9.56,0.00025,41.9,74182381,10.0,Stormy,True,False,Pending investigation,0
WTE-LOG-00098,2022-01-25 07:46:33,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-GOTHAM-01,T.Fox,ERR-PROP-001,Thruster valve stuck open,Propulsión,CRITICAL,Optical,TCP/IP-over-CCSDS,193728.276,19.28,2.3e-05,74.8,27804341,2.0,Snow,True,True,Escalated to L2 engineering team,2322
WTE-LOG-00099,2022-04-29 02:09:56,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-GOTHAM-01,B.Wayne,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,Ku-Band,DVB-S2,14386.777,11.47,4.5e-05,7.5,45713634,8.0,Clear,False,True,Backup link established via GS-GOTHAM-02,2266
WTE-LOG-00100,2022-08-28 15:51:33,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SILICON-01,S.Wayne,ERR-CMD-002,Uplink packet loss,Comando,HIGH,VHF,SpacePacket,139.478,12.92,4.2e-07,85.2,52294226,14.0,Fog,True,False,Pending investigation,0
WTE-LOG-00101,2025-01-31 00:08:13,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SYDNEY-01,S.Wayne,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,Optical,CCSDS,193674.126,31.74,5.6e-05,19.4,75099773,8.0,Snow,True,True,Ground patch uploaded and applied,260
WTE-LOG-00102,2022-01-11 12:18:20,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-DUBAI-01,B.Wayne,ERR-PWR-001,Solar panel output degradation,Energía,HIGH,X-Band,TCP/IP-over-CCSDS,8167.459,8.69,8.5e-07,78.3,53108928,14.0,Fog,True,True,False positive — closed after 24h monitoring,558
WTE-LOG-00103,2023-09-03 09:41:00,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-TELAVIV-01,B.Grayson,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,Ku-Band,CCSDS,14089.964,23.83,9.9e-05,70.2,48991606,0.0,Clear,True,False,Pending investigation,0
WTE-LOG-00104,2023-11-29 14:25:14,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-SYDNEY-01,C.Danvers,ERR-ANT-002,Polarization mismatch,Antena,MEDIUM,Ku-Band,CCSDS,14267.184,23.07,6.2e-06,83.5,80253373,13.0,Clear,False,False,Pending investigation,0
WTE-LOG-00105,2024-10-01 16:20:57,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-GOTHAM-01,V.Stone,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,VHF,CCSDS,136.401,23.27,0.0048,27.0,53635835,7.0,Clear,True,True,Encryption keys rotated,2784
WTE-LOG-00106,2024-03-20 12:34:08,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SINGAPORE-01,B.Grayson,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,Ku-Band,DVB-S2,14219.083,16.89,5.2e-07,64.2,64817280,10.0,Stormy,False,True,Initiated safe mode protocol,93
WTE-LOG-00107,2024-09-05 07:09:59,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-DUBAI-01,L.McGinnis,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,Optical,AOS,193645.643,21.42,1.3e-06,21.8,24756748,13.0,Clear,False,True,Power cycle completed successfully,843
WTE-LOG-00108,2024-07-16 08:41:08,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-DUBAI-01,O.Queen,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,VHF,TCP/IP-over-CCSDS,140.341,26.09,4.5e-05,34.9,52162328,14.0,Rain,True,False,Pending investigation,0
WTE-LOG-00109,2022-08-03 04:03:55,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-TORONTO-01 ,S.Wayne,ERR-ANT-002,Polarization mismatch,Antena,MEDIUM,Ku-Band,TM/TC,14459.58,15.14,0.00058,84.1,77149211,5.0,Rain,False,True,Ground patch uploaded and applied,767
WTE-LOG-00110,2024-01-30 04:02:18,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-SYDNEY-01,P.Parker,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,Optical,AOS,193718.352,20.57,6e-09,23.7,22448433,1.0,Snow,True,True,Thermal purge executed,689
WTE-LOG-00111,2024-04-28 17:31:35,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-GOTHAM-01,C.Danvers,ERR-PROP-001,Thruster valve stuck open,Propulsión,MEDIUM,VHF,AOS,145.406,20.78,0.0068,79.4,29332251,1.0,Clear,True,True,Switched to backup transponder,1799
WTE-LOG-00112,2024-06-04 13:54:43,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-TELAVIV-01,B.Wayne,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,X-Band,CCSDS,8227.038,17.82,3.5e-05,32.5,47085706,9.0,Snow,True,True,Solar array reoriented,2783
WTE-LOG-00113,2024-09-09 09:39:17,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SYDNEY-01,D.Pennyworth,ERR-PWR-004,Peak power tracker fault,Energía,LOW,X-Band,TM/TC,8355.047,13.96,6.6e-09,12.9,36066655,8.0,Fog,False,True,SEU scrubbing routine triggered,1341
WTE-LOG-00114,2024-02-08 12:18:36,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SYDNEY-01,L.McGinnis,ERR-PROP-001,Thruster valve stuck open,Propulsión,CRITICAL,Ku-Band,CCSDS,14168.878,13.81,8.4e-07,54.1,36042454,15.0,Fog,True,False,Pending investigation,0
WTE-LOG-00115,2022-05-25 23:58:00,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-SINGAPORE-01,B.Wayne,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,Optical,TCP/IP-over-CCSDS,193558.537,17.99,0.00025,31.0,48376868,7.0,Clear,True,True,Initiated safe mode protocol,5
WTE-LOG-00116,2022-06-10 07:37:55,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SYDNEY-01,B.Wayne,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,VHF,CCSDS,141.211,23.79,8.8e-07,70.7,42057373,4.0,Rain,True,True,Pending L3 review,35
WTE-LOG-00117,2024-07-04 20:54:31,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-02,T.Fox,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,Optical,CCSDS,193510.787,14.21,0.0022,12.2,51543940,9.0,Clear,True,False,Pending investigation,0
WTE-LOG-00118,2024-09-18 05:26:00,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SYDNEY-01,B.Wayne,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,X-Band,AOS,8391.636,0.0,5.7e-09,88.9,79715954,10.0,Rain,True,True,Pending L3 review,1724
WTE-LOG-00119,2025-01-12 00:44:15,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SYDNEY-01,O.Queen,ERR-TX-004,Modulation index out of range,Transmisor,LOW,Ka-Band,SpacePacket,26768.282,18.68,1.7e-06,57.4,67249703,8.0,Stormy,False,True,Solar array reoriented,833
WTE-LOG-00120,2022-06-30 04:17:35,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-GOTHAM-01,L.McGinnis,ERR-PWR-004,Peak power tracker fault,Energía,LOW,S-Band,AOS,2054.383,11.74,6.4e-05,68.0,60850588,5.0,Stormy,False,True,Ground patch uploaded and applied,2874
WTE-LOG-00121,2023-02-27 12:10:17,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-GOTHAM-01,B.Grayson,ERR-RX-004,Doppler correction error,Receptor,LOW,Optical,AOS,193598.459,26.72,6.6e-05,48.4,70310572,0.0,Clear,False,False,Pending investigation,0
WTE-LOG-00122,2023-08-18 22:30:34,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-TELAVIV-01,L.Fox.Jr,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,Ku-Band,TCP/IP-over-CCSDS,14428.743,21.7,9.3e-08,52.0,20144073,13.0,Cloudy,True,True,Watchdog timer reset — system recovered,1311
WTE-LOG-00123,2022-01-13 09:06:44,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-LONDON-01,B.Wayne,ERR-CMD-004,Invalid command sequence,Comando,LOW,UHF,AOS,324.258,20.36,7.6e-07,36.3,49515568,0.0,Cloudy,False,False,Pending investigation,0
WTE-LOG-00124,2023-04-23 16:49:39,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SYDNEY-01,N.Romanov,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,VHF,SpacePacket,145.05,25.36,5.7e-08,46.8,13951851,1.0,Rain,True,True,Switched to backup transponder,180
WTE-LOG-00125,2022-04-07 18:04:24,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,B.Wayne,ERR-SEC-002,Encryption key expiry warning,Seguridad,MEDIUM,UHF,TM/TC,331.501,16.34,3.3e-07,73.1,58382463,10.0,Fog,True,True,Escalated to L2 engineering team,306
WTE-LOG-00126,2022-07-06 06:42:05,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-DUBAI-01,R.Drake,ERR-PWR-002,Battery cell imbalance,Energía,LOW,Ku-Band,TCP/IP-over-CCSDS,14152.107,15.29,8.2e-08,64.9,12136136,0.0,Cloudy,True,False,Pending investigation,0
WTE-LOG-00127,2022-05-28 03:36:51,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-TORONTO-01,P.Parker,ERR-TCS-001,Thermal control system out of bounds,Térmico,HIGH,UHF,DVB-S2,383.037,26.55,1.1e-09,-999.0,62014445,4.0,Cloudy,True,False,Pending investigation,0
WTE-LOG-00128,2023-05-31 01:04:33,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-DUBAI-01,C.Danvers,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,X-Band,CCSDS,8043.989,24.37,9.4e-09,83.6,16445434,13.0,Clear,True,True,Manual command override applied,2799
WTE-LOG-00129,2022-04-05 17:27:52,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-DUBAI-01,S.Wayne,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,UHF,AOS,379.72,17.39,6.7e-08,26.2,11773837,0.0,Clear,True,False,Pending investigation,0
WTE-LOG-00130,2024-04-02 10:39:59,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SINGAPORE-01,L.Fox.Jr,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,Optical,AOS,193493.105,21.2,0.0062,18.6,47973880,7.0,Cloudy,True,True,Adjusted frequency offset manually,899
WTE-LOG-00131,2024-05-31 19:34:36,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-GOTHAM-01,P.Parker,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,VHF,CCSDS,169.502,27.16,0.0098,46.8,75646032,9.0,Rain,False,True,Switched to backup transponder,231
WTE-LOG-00132,2024-12-30 16:59:01,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-01,L.Fox.Jr,ERR-TLM-001,Telemetry frame corruption,Telemetría,HIGH,X-Band,TM/TC,8222.361,29.38,0.002,36.0,19012348,2.0,Fog,True,True,Manual command override applied,2401
WTE-LOG-00133,2022-09-30 09:34:57,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-LONDON-01,L.McGinnis,ERR-PROP-002,Propellant pressure low,Propulsión,HIGH,VHF,TM/TC,136.068,14.8,2.6e-08,64.7,50785905,12.0,Clear,True,True,Reaction wheel speed adjusted,2505
WTE-LOG-00134,2022-11-22 17:35:48,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-LONDON-01,D.Pennyworth,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,S-Band,TCP/IP-over-CCSDS,2049.383,26.59,0.00016,14.2,33492857,0.0,Clear,True,True,Watchdog timer reset — system recovered,682
WTE-LOG-00135,2023-04-04 02:59:24,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SILICON-01,D.Pennyworth,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,S-Band,CCSDS,2109.353,0.0,4e-09,18.7,2694873,2.0,Stormy,True,True,False positive — closed after 24h monitoring,1978
WTE-LOG-00136,2023-04-07 23:53:59,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-TORONTO-01,B.Wayne,ERR-PROP-002,Propellant pressure low,Propulsión,HIGH,VHF,TCP/IP-over-CCSDS,157.727,31.41,1.4e-09,76.4,31883241,4.0,Clear,True,True,Watchdog timer reset — system recovered,359
WTE-LOG-00137,2022-05-22 13:49:44,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-DUBAI-01,D.Pennyworth,ERR-OBC-002,Memory single event upset (SEU),OBC,HIGH,VHF,TCP/IP-over-CCSDS,152.939,14.31,4.3e-06,27.4,86149897,14.0,Snow,True,True,Monitoring — no immediate action required,2312
WTE-LOG-00138,2024-04-11 21:25:27,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-SYDNEY-01,B.Wayne,ERR-TX-004,Modulation index out of range,Transmisor,LOW,UHF,AOS,347.626,16.95,8.8e-05,11.7,63729900,1.0,Rain,False,True,Encryption keys rotated,709
WTE-LOG-00139,2022-05-16 04:37:05,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SINGAPORE-01,B.Grayson,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,VHF,CCSDS,153.41,10.87,0.0035,79.2,52089836,13.0,Stormy,True,True,Ground patch uploaded and applied,2321
WTE-LOG-00140,2024-06-07 14:34:19,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SINGAPORE-01,B.Wayne,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,VHF,AOS,146.466,15.36,1.3e-06,17.2,81733566,12.0,Clear,True,True,Reaction wheel speed adjusted,2829
WTE-LOG-00141,2023-11-20 08:21:39,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-TELAVIV-01,T.Fox,ERR-RX-003,Bit error rate > 1e-6,Receptor,CRITICAL,Ka-Band,SpacePacket,26720.858,17.24,0.00018,82.6,43066266,13.0,Clear,True,False,Pending investigation,0
WTE-LOG-00142,2022-03-31 12:30:34,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-01,T.Fox,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,X-Band,CCSDS,8369.262,24.18,5.1e-09,64.9,33486066,8.0,Fog,True,False,Pending investigation,0
WTE-LOG-00143,2022-03-19 03:07:30,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-GOTHAM-02,R.Drake,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,S-Band,CCSDS,2086.501,24.34,8.6e-08,62.6,21865111,8.0,Clear,True,True,Rebooted subsystem — nominal restored,1942
WTE-LOG-00144,2023-04-15 08:47:07,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-DUBAI-01,R.Drake,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,X-Band,AOS,8244.183,9.7,0.0066,5.6,69878885,11.0,Snow,False,True,Initiated safe mode protocol,1974
WTE-LOG-00145,2023-09-20 17:52:52,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-TELAVIV-01,T.Stark,ERR-ADCS-003,Star tracker blinded — solar proximity,ADCS,HIGH,S-Band,TM/TC,2053.082,13.96,0.00054,82.1,42894121,12.0,Clear,False,False,Pending investigation,0
WTE-LOG-00146,2024-10-18 13:39:08,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-TORONTO-01,R.Drake,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,Optical,DVB-S2,193588.312,9.3,3.6e-08,68.0,74926834,5.0,Fog,False,True,Escalated to L2 engineering team,1456
WTE-LOG-00147,2022-07-06 03:03:42,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-GOTHAM-02,B.Wayne,ERR-SEC-002,Encryption key expiry warning,Seguridad,MEDIUM,X-Band,TM/TC,8076.512,11.91,0.0086,22.0,51226825,13.0,Clear,True,True,Antenna calibration sequence executed,332
WTE-LOG-00148,2023-10-30 01:33:17,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SILICON-01,V.Stone,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,Ku-Band,CCSDS,14191.658,16.85,9.6e-06,8.2,54142606,6.0,Fog,True,False,Pending investigation,0
WTE-LOG-00149,2022-04-12 10:04:35,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-TORONTO-01,V.Stone,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,Ka-Band,DVB-S2,26762.059,0.0,0.00056,41.9,6136263,4.0,Fog,True,False,Pending investigation,0
WTE-LOG-00150,2025-01-09 16:06:20,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TORONTO-01,T.Fox,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,S-Band,TCP/IP-over-CCSDS,2049.3,22.75,8.8e-06,50.5,5014884,1.0,Clear,True,True,Rebooted subsystem — nominal restored,198
WTE-LOG-00151,2024-08-25 11:35:02,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-GOTHAM-02,B.Banner,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,UHF,TCP/IP-over-CCSDS,361.77,16.1,5.6e-09,29.0,81286914,3.0,Clear,True,True,Power cycle completed successfully,1078
WTE-LOG-00152,2022-05-19 06:15:58,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-TELAVIV-01,B.Wayne,ERR-TLM-002,Housekeeping data gap,Telemetría,MEDIUM,S-Band,SpacePacket,2071.94,12.05,0.0061,85.7,14821836,2.0,Stormy,False,False,Pending investigation,0
WTE-LOG-00153,2025-03-23 19:53:38,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SYDNEY-01,P.Parker,ERR-TLM-001,Telemetry frame corruption,Telemetría,HIGH,S-Band,CCSDS,2058.965,21.27,0.00025,42.2,6159179,8.0,Stormy,True,True,Reaction wheel speed adjusted,750
WTE-LOG-00154,2022-09-05 14:41:28,WTE-SAT-003WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SILICON-01,P.Parker,ERR-RX-004,Doppler correction error,Receptor,LOW,VHF,CCSDS,154.342,18.2,9.1e-06,53.4,13920187,0.0,Rain,False,True,Backup link established via GS-GOTHAM-02,2505
WTE-LOG-00155,2024-03-26 06:37:47,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-LONDON-01,L.Fox.Jr,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,VHF,SpacePacket,155.726,17.3,0.00088,63.5,77396569,3.0,Clear,True,True,Escalated to L2 engineering team,1974
WTE-LOG-00156,2022-04-27 07:10:42,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-DUBAI-01,N.Romanov,ERR-ADCS-002,Reaction wheel desaturation required,ADCS,MEDIUM,Ku-Band,DVB-S2,14485.073,13.78,3.1e-07,9.3,65987922,7.0,Clear,True,True,Escalated to L2 engineering team,323
WTE-LOG-00157,2022-01-01 06:19:38,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SYDNEY-01,L.Fox.Jr,ERR-OBC-002,Memory single event upset (SEU),OBC,HIGH,UHF,TM/TC,350.834,22.0,0.00037,22.6,12199843,14.0,Fog,True,True,Adjusted frequency offset manually,914
WTE-LOG-00158,2023-03-30 13:56:10,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-GOTHAM-01,B.Grayson,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,Ka-Band,SpacePacket,26553.161,3.11,4.3e-05,81.2,73509835,15.0,Rain,True,False,Pending investigation,0
WTE-LOG-00159,2024-09-10 16:54:56,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-02,C.Danvers,ERR-TLM-002,Housekeeping data gap,Telemetría,MEDIUM,Ku-Band,CCSDS,14478.095,27.05,6.9e-06,16.4,79028939,15.0,Clear,False,True,Adjusted frequency offset manually,2267
WTE-LOG-00160,2023-05-15 23:12:18,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,B.Banner,ERR-RX-003,Bit error rate > 1e-6,Receptor,CRITICAL,UHF,TM/TC,360.899,26.85,4.7e-06,63.9,67660564,7.0,Snow,True,True,Reaction wheel speed adjusted,1205
WTE-LOG-00161,2025-01-14 18:11:09,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-TELAVIV-01,L.McGinnis,ERR-PROP-002,Propellant pressure low,Propulsión,HIGH,X-Band,TM/TC,8268.782,12.75,9.7e-08,86.5,39000969,10.0,Stormy,True,False,Pending investigation,0
WTE-LOG-00162,2022-08-14 18:10:21,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-TORONTO-01,B.Wayne,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,S-Band,AOS,2050.363,5.53,0.00015,71.8,7122313,9.0,Snow,True,True,Adjusted frequency offset manually,2829
WTE-LOG-00163,2024-12-17 09:33:05,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TORONTO-01,S.Wayne,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,X-Band,TM/TC,8383.763,17.35,4.4e-06,87.9,38606256,10.0,Clear,True,True,Monitoring — no immediate action required,832
WTE-LOG-00164,2023-04-02 23:44:25,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-TELAVIV-01,C.Danvers,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,VHF,CCSDS,138.83,0.0,9.8e-08,86.8,60238969,3.0,Clear,True,True,Monitoring — no immediate action required,2280
WTE-LOG-00165,2024-05-04 15:27:29,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SINGAPORE-01,D.Pennyworth,ERR-SEC-002,Encryption key expiry warning,Seguridad,MEDIUM,Optical,TM/TC,193473.548,26.44,3e-05,10.8,48061484,5.0,Clear,True,True,Manual command override applied,377
WTE-LOG-00166,2023-11-24 07:40:45,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-GOTHAM-01,B.Wayne,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,VHF,TCP/IP-over-CCSDS,159.603,22.16,0.00065,86.5,32258995,10.0,Clear,True,False,Pending investigation,0
WTE-LOG-00167,2023-05-13 14:07:30,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-GOTHAM-01,R.Drake,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,VHF,DVB-S2,136.279,20.34,0.0058,10.6,68973829,6.0,Clear,True,False,Pending investigation,0
